"","AGE","HAULJOIN","REGION","SPECIMENID","BIOSTRATUM","SPECIES_CODE","LENGTH","WEIGHT","SEX","START_TIME","BOTTOM_DEPTH","STRATUM","GEAR_TEMPERATURE","BOTTOM_TYPE","GEAR_DEPTH","PERFORMANCE","DURATION","DISTANCE_FISHED","NET_WIDTH","NET_HEIGHT","NET_MEASURED","START_LATITUDE","END_LATITUDE","START_LONGITUDE","END_LONGITUDE","SURFACE_TEMPERATURE","GEAR","HAULJOIN.1","BOTTOM_DEPTH.1","ABUNDANCE_HAUL","INPFC_AREA","MIN_DEPTH","MAX_DEPTH","DESCRIPTION","REGULATORY_AREA_NAME","STRATUM_TYPE","Quarters","Months","YEAR","Cohort","GrowthMorph","aBIN"
"509",3,-5948,"GOA",424,0,10200,230,68,1,2009-07-23 14:17:06,87,50,6.8,NA,81,0,0.269,1.285,16.347,6.312,"Y",57.02938,57.03132,-135.4142,-135.4344,11.9,172,-5948,87,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2009,2006,"EASTERN",3
"510",3,-10429,"GOA",237,0,10200,180,24,2,2013-07-07 12:30:01,168,130,4.6,NA,163,0,0.262,1.458,15.693,5.374,"Y",56.8369,56.82384,-153.26237,-153.26351,8.7,172,-10429,168,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2013,2010,"NOT_EASTERN",3
"511",3,-3398,"GOA",306,0,10200,200,32,1,2007-07-16 11:52:21,152,131,4.9,NA,145,0,0.306,1.775,14.706,7.353,"Y",58.37676,58.38427,-149.2916,-149.31689,10.2,172,-3398,152,"Y","Kodiak         ",101,200,"Portlock Flats                ","CENTRAL GOA","SHELF","Q3","July",2007,2004,"NOT_EASTERN",3
"512",3,1077994,"GOA",124,0,10200,210,40,2,2001-06-09 08:53:00,257,221,5.6,NA,250,0,0.28,1.52,16.673,6.779,"Y",55.12644,55.12046,-156.8799,-156.9007,9,172,1077994,257,"Y","Chirikof       ",201,300,"Chirikof Slope                ","CENTRAL GOA","SLOPE","Q2","June",2001,1998,"NOT_EASTERN",3
"513",3,-15033,"GOA",121,0,10200,250,94,2,2015-07-21 13:40:38,97,31,6.9,NA,90,0,0.275,1.487,16.885,6.868,"Y",56.56172,56.55407,-153.38442,-153.40412,11.8,172,-15033,97,"Y","Kodiak         ",1,100,"Albatross Banks               ","CENTRAL GOA","SHELF","Q3","July",2015,2012,"NOT_EASTERN",3
"514",3,-10408,"GOA",195,0,10200,190,36,1,2013-07-03 17:35:26,140,130,4.5,NA,134,0,0.288,1.611,15.628,6.258,"Y",56.61048,56.59608,-153.59647,-153.59856,10.4,172,-10408,140,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2013,2010,"NOT_EASTERN",3
"515",3,-12778,"GOA",472,0,10200,210,52,1,2005-07-08 07:51:42,113,150,6.9,NA,106,0,0.272,1.522,15.905,7.286,"Y",57.64891,57.63694,-136.3922,-136.3813,14.1,172,-12778,113,"Y","Southeastern   ",101,200,"Baranof-Chichagof Shelf       ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"516",3,1077998,"GOA",127,0,10200,210,64,1,2001-06-09 18:50:31,137,120,5.1,NA,130,0,0.28,1.487,15.715,6.859,"Y",55.63729,55.63145,-158.336,-158.31531,9.7,172,1077998,137,"Y","Chirikof       ",101,200,"East Shumagin Gully           ","CENTRAL GOA","GULLY","Q2","June",2001,1998,"NOT_EASTERN",3
"517",3,881094,"GOA",377,50,10200,180,26,1,1996-07-23 07:59:58,77,50,7.6,NA,77,0,0.2942,1.55,16.201,6.458,"Y",58.31421,58.30135,-136.8035,-136.8129,11.3,172,881094,77,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",1996,1993,"EASTERN",3
"518",3,1173329,"GOA",352,0,10200,250,74,1,2003-07-08 15:04:55,245,230,4.7,4,239,0,0.28,1.543,17.499,5.671,NA,57.87178,57.88546,-150.0374,-150.0381,11.8,172,1173329,245,"Y","Kodiak         ",201,300,"Kenai Gullies                 ","CENTRAL GOA","GULLY","Q3","July",2003,2000,"NOT_EASTERN",3
"519",3,-13180,"GOA",49,0,10200,210,46,2,2005-07-30 12:46:18,140,151,7.1,3,133,0,0.255,1.402,15.975,6.995,"Y",54.94954,54.95363,-133.5748,-133.5952,13.6,172,-13180,140,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"520",3,-5948,"GOA",423,0,10200,180,32,1,2009-07-23 14:17:06,87,50,6.8,NA,81,0,0.269,1.285,16.347,6.312,"Y",57.02938,57.03132,-135.4142,-135.4344,11.9,172,-5948,87,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2009,2006,"EASTERN",3
"521",3,-8459,"GOA",521,0,10200,200,42,2,2011-08-11 18:37:19,141,151,6.6,NA,133,0,0.286,1.597,15.125,8.313,"Y",55.0702,55.05595,-133.95103,-133.94828,11.8,172,-8459,141,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","August",2011,2008,"EASTERN",3
"522",3,-12782,"GOA",478,0,10200,220,68,1,2005-07-10 06:43:28,53,50,7.5,NA,45,0,0.265,1.475,14.898,7.848,"Y",57.08647,57.07336,-135.5305,-135.53149,13.3,172,-12782,53,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"523",3,-7345,"GOA",25,0,10200,290,148,1,2011-05-24 16:55:13,96,10,4.4,NA,89,0,0.271,1.503,15.155,6.682,"Y",53.06787,53.06885,-168.23362,-168.25588,5.2,172,-7345,96,"Y","Shumagin       ",1,100,"Fox Islands                   ","WESTERN GOA","SHELF","Q2","May",2011,2008,"NOT_EASTERN",3
"524",3,-10745,"GOA",376,0,10200,190,38,2,2013-07-27 06:50:00,63,40,6.1,NA,56,0,0.29,1.627,15.274,7.067,"Y",59.66264,59.66219,-140.79041,-140.7617,12.1,172,-10745,63,"Y","Yakutat        ",1,100,"Yakutat Shallows              ","EASTERN GOA","SHELF","Q3","July",2013,2010,"EASTERN",3
"525",3,24156,"GOA",337,230,10200,240,95,1,1990-08-23 11:00:00,209,230,NA,0,209,0,0.44,2.426,16.379,6.306,"N",59.54233,59.531,-147.2295,-147.27483,13.9,172,24156,209,"Y","Kodiak         ",201,300,"Kenai Gullies                 ","CENTRAL GOA","GULLY","Q3","August",1990,1987,"NOT_EASTERN",3
"526",3,-12783,"GOA",486,0,10200,220,70,2,2005-07-10 09:04:23,83,50,6.9,NA,76,0,0.233,1.292,15.239,7.479,"Y",57.02908,57.03291,-135.414,-135.43381,13.7,172,-12783,83,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"527",3,-10745,"GOA",379,0,10200,200,32,1,2013-07-27 06:50:00,63,40,6.1,NA,56,0,0.29,1.627,15.274,7.067,"Y",59.66264,59.66219,-140.79041,-140.7617,12.1,172,-10745,63,"Y","Yakutat        ",1,100,"Yakutat Shallows              ","EASTERN GOA","SHELF","Q3","July",2013,2010,"EASTERN",3
"528",3,-19587,"GOA",245,0,10200,190,32,2,2019-07-17 12:36:28,88,33,6.9,NA,82,0,0.278,1.532,16.047,6.107,"Y",59.92571,59.91474,-148.93816,-148.92168,12.8,172,-19587,88,"Y","Kodiak         ",1,100,"Kenai Peninsula               ","CENTRAL GOA","SHELF","Q3","July",2019,2016,"NOT_EASTERN",3
"529",3,-10421,"GOA",215,0,10200,240,74,2,2013-07-06 11:37:34,115,130,5.7,NA,109,0,0.267,1.459,14.625,6.35,"Y",56.64263,56.65526,-152.62457,-152.61826,9.5,172,-10421,115,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2013,2010,"NOT_EASTERN",3
"530",3,1173559,"GOA",431,0,10200,190,32,2,2003-07-18 07:14:45,96,40,6.8,1,90,0,0.25,1.434,16.168,6.339,"Y",59.93432,59.94007,-142.47211,-142.49451,13.6,172,1173559,96,"Y","Yakutat        ",1,100,"Yakutat Shallows              ","EASTERN GOA","SHELF","Q3","July",2003,2000,"EASTERN",3
"531",3,985935,"GOA",414,151,10200,270,112,1,1999-07-21 14:01:58,154,151,6.4,NA,154,0,0.2664,1.579,14.475,7.509,"Y",55.16419,55.15079,-133.9856,-133.9781,11.3,172,985935,154,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",1999,1996,"EASTERN",3
"532",3,1173566,"GOA",446,0,10200,170,28,2,2003-07-19 12:46:09,182,142,5.8,4,176,0,0.26,1.488,16.592,6.03,"Y",58.7757,58.78566,-140.1628,-140.17931,14.8,172,1173566,182,"Y","Yakutat        ",101,200,"Yakutat Flats                 ","EASTERN GOA","SHELF","Q3","July",2003,2000,"EASTERN",3
"533",3,1077833,"GOA",290,0,10200,210,48,2,2001-07-16 07:22:07,209,133,5.8,NA,203,1.1,0.27,1.491,17.449,6.425,"Y",59.39214,59.40159,-149.11011,-149.09219,12.1,172,1077833,209,"Y","Kodiak         ",101,200,"Kenai Flats                   ","CENTRAL GOA","SHELF","Q3","July",2001,1998,"NOT_EASTERN",3
"534",3,1173425,"GOA",279,0,10200,190,40,1,2003-07-03 19:02:07,152,130,6.2,3,146,0,0.26,1.441,16.739,6.271,NA,56.66161,56.66144,-153.5023,-153.479,10.1,172,1173425,152,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2000,"NOT_EASTERN",3
"535",3,-19626,"GOA",304,0,10200,240,92,1,2019-07-26 17:37:20,118,143,7.1,NA,111,0,0.246,1.36,15.434,6.933,"N",58.26508,58.27731,-137.26554,-137.2658,NA,172,-19626,118,"Y","Yakutat        ",101,200,"Fairweather Shelf             ","EASTERN GOA","SHELF","Q3","July",2019,2016,"EASTERN",3
"536",3,-19513,"GOA",316,0,10200,250,90,1,2019-07-23 16:53:18,134,143,6.7,NA,127,0,0.276,1.538,15.437,6.737,"Y",58.8648,58.85188,-138.76036,-138.76956,14.5,172,-19513,134,"Y","Yakutat        ",101,200,"Fairweather Shelf             ","EASTERN GOA","SHELF","Q3","July",2019,2016,"EASTERN",3
"537",3,1173547,"GOA",70,0,10200,240,70,2,2003-06-07 10:23:10,161,112,4.9,1,154,0,0.28,1.531,17.092,6.538,"Y",55.6032,55.60284,-160.0381,-160.0141,6.7,172,1173547,161,"Y","Shumagin       ",101,200,"West Shumagin Gully           ","WESTERN GOA","GULLY","Q2","June",2003,2000,"NOT_EASTERN",3
"538",3,-12783,"GOA",495,0,10200,250,100,1,2005-07-10 09:04:23,83,50,6.9,NA,76,0,0.233,1.292,15.239,7.479,"Y",57.02908,57.03291,-135.414,-135.43381,13.7,172,-12783,83,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"539",3,24156,"GOA",328,230,10200,220,55,2,1990-08-23 11:00:00,209,230,NA,0,209,0,0.44,2.426,16.379,6.306,"N",59.54233,59.531,-147.2295,-147.27483,13.9,172,24156,209,"Y","Kodiak         ",201,300,"Kenai Gullies                 ","CENTRAL GOA","GULLY","Q3","August",1990,1987,"NOT_EASTERN",3
"540",3,-12572,"GOA",1,0,10200,260,108,2,2005-05-24 12:11:00,79,10,5.1,NA,72,0,0.252,1.389,14.491,7.075,"Y",53.20214,53.20214,-167.7742,-167.7536,5.9,172,-12572,79,"Y","Shumagin       ",1,100,"Fox Islands                   ","WESTERN GOA","SHELF","Q2","May",2005,2002,"NOT_EASTERN",3
"541",3,-12783,"GOA",498,0,10200,210,50,1,2005-07-10 09:04:23,83,50,6.9,NA,76,0,0.233,1.292,15.239,7.479,"Y",57.02908,57.03291,-135.414,-135.43381,13.7,172,-12783,83,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"542",3,985794,"GOA",306,33,10200,200,46,2,1999-06-28 16:41:55,96,33,6.2,NA,96,0,0.2675,1.495,13.915,8.279,"Y",59.40995,59.3968,-150.7294,-150.7335,10.1,172,985794,96,"Y","Kodiak         ",1,100,"Kenai Peninsula               ","CENTRAL GOA","SHELF","Q2","June",1999,1996,"NOT_EASTERN",3
"543",3,-16735,"GOA",111,0,10200,220,60,1,2017-06-28 12:38:47,72,20,7.6,NA,66,0,0.266,1.454,16.895,6.196,"Y",58.5117,58.5186,-153.71339,-153.69229,9.2,172,-16735,72,"Y","Chirikof       ",1,100,"Upper Alaska Peninsula        ","CENTRAL GOA","SHELF","Q2","June",2017,2014,"NOT_EASTERN",3
"544",3,1173426,"GOA",291,0,10200,200,42,2,2003-07-03 20:56:36,147,130,5.8,4,141,0,0.25,1.447,16.802,6.221,NA,56.6137,56.62451,-153.4061,-153.394,10.1,172,1173426,147,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2000,"NOT_EASTERN",3
"545",3,-2711,"GOA",53,0,10200,240,78,2,2007-06-08 07:34:11,84,11,3.4,NA,77,0,0.298,1.487,15.85,6.807,"Y",54.02921,54.04166,-163.89661,-163.8905,5.4,172,-2711,84,"Y","Shumagin       ",1,100,"Davidson Bank                 ","WESTERN GOA","SHELF","Q2","June",2007,2004,"NOT_EASTERN",3
"546",3,23916,"GOA",92,11,10200,270,125,2,1990-06-18 17:00:00,110,11,NA,0,110,0,0.47,2.852,15.57,6.89,"Y",54.20783,54.2325,-163.8605,-163.875,7.4,172,23916,110,"Y","Shumagin       ",1,100,"Davidson Bank                 ","WESTERN GOA","SHELF","Q2","June",1990,1987,"NOT_EASTERN",3
"547",3,1078079,"GOA",290,0,10200,210,48,1,2001-07-01 11:20:15,146,130,5.8,NA,139,0,0.25,1.626,16.614,6.561,"Y",56.86781,56.87695,-152.604,-152.5874,11.8,172,1078079,146,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2001,1998,"NOT_EASTERN",3
"548",3,1077933,"GOA",15,0,10200,270,118,2,2001-05-22 19:50:45,106,111,4.6,NA,98,0,0.29,1.585,15.65,7.714,"Y",53.46796,53.45646,-166.5468,-166.56,5.8,172,1077933,106,"Y","Shumagin       ",101,200,"Shumagin Outer Shelf          ","WESTERN GOA","SHELF","Q2","May",2001,1998,"NOT_EASTERN",3
"549",3,1077933,"GOA",16,0,10200,280,150,2,2001-05-22 19:50:45,106,111,4.6,NA,98,0,0.29,1.585,15.65,7.714,"Y",53.46796,53.45646,-166.5468,-166.56,5.8,172,1077933,106,"Y","Shumagin       ",101,200,"Shumagin Outer Shelf          ","WESTERN GOA","SHELF","Q2","May",2001,1998,"NOT_EASTERN",3
"550",3,1078164,"GOA",66,0,10200,230,70,1,2001-05-31 13:00:19,128,11,5.3,NA,122,0,0.28,1.581,16.389,6.31,"Y",54.33675,54.34098,-161.7849,-161.8073,5.9,172,1078164,128,"Y","Shumagin       ",1,100,"Davidson Bank                 ","WESTERN GOA","SHELF","Q2","May",2001,1998,"NOT_EASTERN",3
"551",3,-5957,"GOA",459,0,10200,210,54,2,2009-07-26 06:35:24,111,151,6.1,NA,105,0,0.276,1.511,16.257,6.325,"Y",55.25013,55.24591,-133.8745,-133.89661,11.9,172,-5957,111,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2009,2006,"EASTERN",3
"552",3,-5957,"GOA",460,0,10200,200,50,2,2009-07-26 06:35:24,111,151,6.1,NA,105,0,0.276,1.511,16.257,6.325,"Y",55.25013,55.24591,-133.8745,-133.89661,11.9,172,-5957,111,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2009,2006,"EASTERN",3
"553",3,1173566,"GOA",467,0,10200,160,20,1,2003-07-19 12:46:09,182,142,5.8,4,176,0,0.26,1.488,16.592,6.03,"Y",58.7757,58.78566,-140.1628,-140.17931,14.8,172,1173566,182,"Y","Yakutat        ",101,200,"Yakutat Flats                 ","EASTERN GOA","SHELF","Q3","July",2003,2000,"EASTERN",3
"554",3,24156,"GOA",343,230,10200,190,44,1,1990-08-23 11:00:00,209,230,NA,0,209,0,0.44,2.426,16.379,6.306,"N",59.54233,59.531,-147.2295,-147.27483,13.9,172,24156,209,"Y","Kodiak         ",201,300,"Kenai Gullies                 ","CENTRAL GOA","GULLY","Q3","August",1990,1987,"NOT_EASTERN",3
"555",3,-5958,"GOA",464,0,10200,210,50,1,2009-07-26 08:02:10,113,151,6.1,NA,107,0,0.29,1.422,16.273,6.454,"Y",55.23959,55.22691,-133.8998,-133.8994,12.2,172,-5958,113,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2009,2006,"EASTERN",3
"556",3,784729,"GOA",270,133,10200,200,40,2,1993-08-22 08:00:00,205,133,5.4,0,205,0,0.47,2.945,17.855,5.707,"N",59.64167,59.629,-148.556,-148.51033,12.5,172,784729,205,"Y","Kodiak         ",101,200,"Kenai Flats                   ","CENTRAL GOA","SHELF","Q3","August",1993,1990,"NOT_EASTERN",3
"557",3,985794,"GOA",316,33,10200,200,40,1,1999-06-28 16:41:55,96,33,6.2,NA,96,0,0.2675,1.495,13.915,8.279,"Y",59.40995,59.3968,-150.7294,-150.7335,10.1,172,985794,96,"Y","Kodiak         ",1,100,"Kenai Peninsula               ","CENTRAL GOA","SHELF","Q2","June",1999,1996,"NOT_EASTERN",3
"558",3,784729,"GOA",271,133,10200,180,30,2,1993-08-22 08:00:00,205,133,5.4,0,205,0,0.47,2.945,17.855,5.707,"N",59.64167,59.629,-148.556,-148.51033,12.5,172,784729,205,"Y","Kodiak         ",101,200,"Kenai Flats                   ","CENTRAL GOA","SHELF","Q3","August",1993,1990,"NOT_EASTERN",3
"559",3,985776,"GOA",214,231,10200,220,54,1,1999-06-23 19:34:54,240,231,5.2,NA,240,0,0.2861,1.572,15.376,8.151,"Y",57.15704,57.14409,-151.1272,-151.137,8.8,172,985776,240,"Y","Kodiak         ",201,300,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q2","June",1999,1996,"NOT_EASTERN",3
"560",3,-7395,"GOA",63,0,10200,240,78,2,2011-06-05 09:52:24,132,13,3.9,NA,125,0,0.267,1.474,15.247,7.061,"Y",54.58728,54.5982,-162.50087,-162.48803,5.5,172,-7395,132,"Y","Shumagin       ",1,100,"Shumagin Bank                 ","WESTERN GOA","SHELF","Q2","June",2011,2008,"NOT_EASTERN",3
"561",3,-10754,"GOA",412,0,10200,200,38,2,2013-07-29 19:14:05,184,142,5.8,NA,177,0,0.254,1.369,15.405,7.39,"Y",58.76863,58.77834,-140.15171,-140.16603,16.4,172,-10754,184,"Y","Yakutat        ",101,200,"Yakutat Flats                 ","EASTERN GOA","SHELF","Q3","July",2013,2010,"EASTERN",3
"562",3,1077847,"GOA",182,0,10200,250,86,1,2001-06-25 07:08:34,256,231,5,NA,250,0,0.3,1.555,17.188,6.202,"Y",56.29729,56.30333,-153.158,-153.1801,9.4,172,1077847,256,"Y","Kodiak         ",201,300,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q2","June",2001,1998,"NOT_EASTERN",3
"563",3,-12799,"GOA",520,0,10200,250,80,2,2005-07-12 16:31:47,281,251,5.5,NA,274,0,0.259,1.446,16.194,6.976,"Y",55.52174,55.52954,-134.6573,-134.6394,14.1,172,-12799,281,"Y","Southeastern   ",201,300,"Prince of Wales Slope/Gullies ","EASTERN GOA","SLOPE","Q3","July",2005,2002,"EASTERN",3
"564",3,-8421,"GOA",453,0,10200,170,26,1,2011-08-01 12:46:11,263,240,5.5,NA,257,0,0.279,1.57,16.441,6.156,"Y",59.16127,59.1752,-141.19732,-141.1931,14.3,172,-8421,263,"Y","Yakutat        ",201,300,"Yakutat Gullies               ","EASTERN GOA","GULLY","Q3","August",2011,2008,"EASTERN",3
"565",3,1077847,"GOA",186,0,10200,240,66,1,2001-06-25 07:08:34,256,231,5,NA,250,0,0.3,1.555,17.188,6.202,"Y",56.29729,56.30333,-153.158,-153.1801,9.4,172,1077847,256,"Y","Kodiak         ",201,300,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q2","June",2001,1998,"NOT_EASTERN",3
"566",3,-12755,"GOA",401,0,10200,240,82,1,2005-07-03 14:24:01,61,40,6.7,NA,54,0,0.262,1.469,15.992,7.186,"Y",59.91264,59.91541,-144.0056,-143.9803,14.8,172,-12755,61,"Y","Yakutat        ",1,100,"Yakutat Shallows              ","EASTERN GOA","SHELF","Q3","July",2005,2002,"EASTERN",3
"567",3,-10758,"GOA",419,0,10200,190,34,1,2013-07-30 13:35:27,147,143,5.9,NA,141,0,0.263,1.543,16.32,5.899,"Y",58.58,58.56948,-139.17529,-139.19236,15.4,172,-10758,147,"Y","Yakutat        ",101,200,"Fairweather Shelf             ","EASTERN GOA","SHELF","Q3","July",2013,2010,"EASTERN",3
"568",3,985935,"GOA",411,151,10200,290,136,2,1999-07-21 14:01:58,154,151,6.4,NA,154,0,0.2664,1.579,14.475,7.509,"Y",55.16419,55.15079,-133.9856,-133.9781,11.3,172,985935,154,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",1999,1996,"EASTERN",3
"569",3,-12589,"GOA",29,0,10200,250,98,1,2005-05-30 18:57:19,98,11,5.2,5,91,0,0.252,1.427,16.001,6.739,"Y",54.50198,54.4978,-163.7995,-163.8199,5.5,172,-12589,98,"Y","Shumagin       ",1,100,"Davidson Bank                 ","WESTERN GOA","SHELF","Q2","May",2005,2002,"NOT_EASTERN",3
"570",3,1173425,"GOA",286,0,10200,240,84,2,2003-07-03 19:02:07,152,130,6.2,3,146,0,0.26,1.441,16.739,6.271,NA,56.66161,56.66144,-153.5023,-153.479,10.1,172,1173425,152,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2000,"NOT_EASTERN",3
"571",3,-19162,"GOA",120,0,10200,220,55,2,2019-06-16 16:58:57,98,31,6,NA,92,0,0.262,1.455,16.266,6.149,"Y",56.56472,56.55687,-153.37715,-153.39599,9.6,172,-19162,98,"Y","Kodiak         ",1,100,"Albatross Banks               ","CENTRAL GOA","SHELF","Q2","June",2019,2016,"NOT_EASTERN",3
"572",3,881214,"GOA",143,30,10200,210,40,1,1996-06-27 07:28:06,124,30,5.3,NA,124,0,0.2808,1.511,14.922,6.709,"Y",57.13334,57.12351,-153.3814,-153.3981,10.1,172,881214,124,"Y","Kodiak         ",1,100,"Albatross Shallows            ","CENTRAL GOA","SHELF","Q2","June",1996,1993,"NOT_EASTERN",3
"573",3,1173594,"GOA",574,0,10200,200,42,2,2003-07-26 20:30:41,141,151,6.6,NA,135,0,0.25,1.416,16.51,5.902,"Y",54.94987,54.95373,-133.5762,-133.59689,12.6,172,1173594,141,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2003,2000,"EASTERN",3
"574",3,-18920,"GOA",52,0,10200,320,225,1,2019-06-05 18:33:31,95,13,5.7,NA,88,0,0.284,1.575,14.939,7.387,"Y",54.94792,54.94656,-160.60546,-160.58106,8.8,172,-18920,95,"Y","Shumagin       ",1,100,"Shumagin Bank                 ","WESTERN GOA","SHELF","Q2","June",2019,2016,"NOT_EASTERN",3
"575",3,-17128,"GOA",151,0,10200,220,56,1,2017-07-08 12:35:57,100,31,5.7,NA,94,0,0.274,1.511,16.67,6.299,"Y",56.88858,56.87972,-152.8022,-152.7835,11.6,172,-17128,100,"Y","Kodiak         ",1,100,"Albatross Banks               ","CENTRAL GOA","SHELF","Q3","July",2017,2014,"NOT_EASTERN",3
"576",3,1173594,"GOA",577,0,10200,190,38,2,2003-07-26 20:30:41,141,151,6.6,NA,135,0,0.25,1.416,16.51,5.902,"Y",54.94987,54.95373,-133.5762,-133.59689,12.6,172,1173594,141,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2003,2000,"EASTERN",3
"577",3,985776,"GOA",231,231,10200,280,114,2,1999-06-23 19:34:54,240,231,5.2,NA,240,0,0.2861,1.572,15.376,8.151,"Y",57.15704,57.14409,-151.1272,-151.137,8.8,172,985776,240,"Y","Kodiak         ",201,300,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q2","June",1999,1996,"NOT_EASTERN",3
"578",3,23975,"GOA",136,120,10200,230,70,2,1990-07-04 07:00:00,144,120,4.5,0,144,0,0.5,2.704,16.5,5.61,"Y",55.5375,55.53,-158.37533,-158.33583,10,172,23975,144,"Y","Chirikof       ",101,200,"East Shumagin Gully           ","CENTRAL GOA","GULLY","Q3","July",1990,1987,"NOT_EASTERN",3
"579",3,-19656,"GOA",162,0,10200,320,232,2,2019-06-29 07:16:49,120,130,7.1,NA,114,0,0.264,1.45,15.419,6.476,"Y",57.53057,57.53635,-151.82802,-151.84964,10.6,172,-19656,120,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q2","June",2019,2016,"NOT_EASTERN",3
"580",3,-8432,"GOA",458,0,10200,190,40,2,2011-08-04 07:14:48,216,241,6,NA,210,0,0.256,1.435,16.639,6.095,"Y",58.35375,58.36175,-139.32127,-139.34023,13.4,172,-8432,216,"Y","Yakutat        ",201,300,"Yakutat Slope                 ","EASTERN GOA","SLOPE","Q3","August",2011,2008,"EASTERN",3
"581",3,1078052,"GOA",245,0,10200,260,90,1,2001-06-24 20:09:54,240,231,5.2,NA,233,0,0.27,1.776,17.516,6.661,"Y",56.23312,56.22152,-153.31641,-153.3308,9.7,172,1078052,240,"Y","Kodiak         ",201,300,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q2","June",2001,1998,"NOT_EASTERN",3
"582",3,784742,"GOA",281,230,10200,200,49,1,1993-08-26 16:00:00,238,230,4.6,0,238,0,0.48,2.741,20.66,5.68,"Y",58.08967,58.0815,-149.56167,-149.51833,11.2,172,784742,238,"Y","Kodiak         ",201,300,"Kenai Gullies                 ","CENTRAL GOA","GULLY","Q3","August",1993,1990,"NOT_EASTERN",3
"583",3,-8328,"GOA",257,0,10200,230,68,1,2011-07-11 07:02:03,138,130,4.4,NA,132,0,0.275,1.536,16.214,6.083,"Y",56.77033,56.75742,-153.27303,-153.28168,10.6,172,-8328,138,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2011,2008,"NOT_EASTERN",3
"584",3,881094,"GOA",376,50,10200,190,32,2,1996-07-23 07:59:58,77,50,7.6,NA,77,0,0.2942,1.55,16.201,6.458,"Y",58.31421,58.30135,-136.8035,-136.8129,11.3,172,881094,77,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",1996,1993,"EASTERN",3
"585",3,985794,"GOA",309,33,10200,200,40,2,1999-06-28 16:41:55,96,33,6.2,NA,96,0,0.2675,1.495,13.915,8.279,"Y",59.40995,59.3968,-150.7294,-150.7335,10.1,172,985794,96,"Y","Kodiak         ",1,100,"Kenai Peninsula               ","CENTRAL GOA","SHELF","Q2","June",1999,1996,"NOT_EASTERN",3
